drug_id,target_id,label,affinity,pKd
D0000,T0061,0,10000.0,4.999995657076895
D0000,T0062,0,10000.0,4.999995657076895
D0000,T0063,0,3100.0,5.508624296892266
D0000,T0064,0,1300.0,5.886023241710154
D0000,T0065,0,10000.0,4.999995657076895
D0000,T0066,0,2700.0,5.568620151158064
D0000,T0067,0,10000.0,4.999995657076895
D0000,T0068,0,10000.0,4.999995657076895
D0000,T0069,0,10000.0,4.999995657076895
D0000,T0070,0,70.0,7.154281982033341
D0000,T0071,0,3500.0,5.455919547413215
D0000,T0072,0,180.0,6.744486287180466
D0000,T0073,0,10000.0,4.999995657076895
D0000,T0074,0,700.0,6.154839922348054
D0000,T0075,0,1100.0,5.958567835319735
D0000,T0076,0,200.0,6.698752911363789
D0000,T0077,0,10000.0,4.999995657076895
D0000,T0078,0,9800.0,5.008769492753769
D0000,T0079,1,13.0,7.882728704344236
D0000,T0080,1,1.4,8.823908740944319
D0000,T0081,1,0.51,9.214670164989233
D0000,T0082,0,160.0,6.795608668080701
D0000,T0083,1,0.53,9.200659450546418
D0000,T0084,0,10000.0,4.999995657076895
D0000,T0085,0,10000.0,4.999995657076895
D0000,T0086,0,2100.0,5.6777600250688485
D0000,T0087,0,4600.0,5.337232727236657
D0000,T0088,0,210.0,6.677573947594047
D0000,T0089,0,120.0,6.920456992597094
D0000,T0090,0,530.0,6.275642195773574
D0000,T0091,0,380.0,6.420102130396896
D0000,T0092,0,910.0,6.0409108856326075
D0000,T0093,0,5500.0,5.259629414314232
D0000,T0094,0,3800.0,5.420204974731411
D0000,T0095,0,10000.0,4.999995657076895
D0000,T0096,0,1600.0,5.795852874787152
D0000,T0097,0,2500.0,5.602042619896112
D0000,T0098,0,1200.0,5.920782564253433
D0000,T0099,0,10000.0,4.999995657076895
D0000,T0100,0,10000.0,4.999995657076895
D0000,T0101,0,10000.0,4.999995657076895
D0000,T0102,0,10000.0,4.999995657076895
D0000,T0103,0,10000.0,4.999995657076895
D0000,T0104,0,10000.0,4.999995657076895
D0000,T0105,0,92.0,7.035740369803151
D0000,T0106,0,460.0,6.337147766735204
D0000,T0107,0,5200.0,5.283988304628546
D0000,T0108,0,5200.0,5.283988304628546
D0000,T0109,1,2.1,8.657577319177793
D0000,T0110,1,3.9,8.397940008672037
D0000,T0111,0,63.0,7.199970640755866
D0000,T0112,0,10000.0,4.999995657076895
D0000,T0113,0,10000.0,4.999995657076895
D0000,T0114,0,10000.0,4.999995657076895
D0000,T0115,0,10000.0,4.999995657076895
D0000,T0116,0,10000.0,4.999995657076895
D0000,T0117,0,10000.0,4.999995657076895
D0000,T0118,0,10000.0,4.999995657076895
D0000,T0119,0,10000.0,4.999995657076895
D0000,T0120,0,10000.0,4.999995657076895
D0000,T0121,0,10000.0,4.999995657076895
D0000,T0122,0,10000.0,4.999995657076895
D0000,T0123,0,10000.0,4.999995657076895
D0000,T0124,0,10000.0,4.999995657076895
D0000,T0125,0,10000.0,4.999995657076895
D0000,T0126,0,10000.0,4.999995657076895
D0000,T0127,0,10000.0,4.999995657076895
D0000,T0128,0,10000.0,4.999995657076895
D0000,T0129,0,10000.0,4.999995657076895
D0000,T0130,0,10000.0,4.999995657076895
D0000,T0131,0,10000.0,4.999995657076895
D0000,T0132,0,10000.0,4.999995657076895
D0000,T0133,0,10000.0,4.999995657076895
D0000,T0134,0,10000.0,4.999995657076895
D0000,T0135,0,10000.0,4.999995657076895
D0000,T0136,0,10000.0,4.999995657076895
D0000,T0137,0,10000.0,4.999995657076895
D0000,T0138,0,10000.0,4.999995657076895
D0000,T0139,0,10000.0,4.999995657076895
D0000,T0140,0,10000.0,4.999995657076895
D0000,T0141,0,10000.0,4.999995657076895
D0000,T0142,0,10000.0,4.999995657076895
D0000,T0143,0,10000.0,4.999995657076895
D0000,T0144,0,10000.0,4.999995657076895
D0000,T0145,0,10000.0,4.999995657076895
D0000,T0146,0,89.0,7.050122295963125
D0000,T0147,0,10000.0,4.999995657076895
D0000,T0148,0,10000.0,4.999995657076895
D0000,T0149,0,10000.0,4.999995657076895
D0000,T0150,0,10000.0,4.999995657076895
D0000,T0151,0,10000.0,4.999995657076895
D0000,T0152,0,10000.0,4.999995657076895
D0000,T0153,0,10000.0,4.999995657076895
D0000,T0154,0,10000.0,4.999995657076895
D0000,T0155,0,10000.0,4.999995657076895
D0000,T0156,0,10000.0,4.999995657076895
D0000,T0157,0,10000.0,4.999995657076895
D0000,T0158,0,540.0,6.267525822718807
D0000,T0159,0,78.0,7.1073489661227
D0000,T0160,0,43.0,7.3655227298392685
D0000,T0161,0,83.0,7.080398976215889
D0000,T0162,0,500.0,6.300943145452332
D0000,T0163,0,200.0,6.698752911363789
D0000,T0164,0,1800.0,5.74470336809566
D0000,T0165,0,10000.0,4.999995657076895
D0000,T0166,0,10000.0,4.999995657076895
D0000,T0167,0,10000.0,4.999995657076895
D0000,T0168,0,180.0,6.744486287180466
D0000,T0169,0,10000.0,4.999995657076895
D0000,T0170,0,10000.0,4.999995657076895
D0000,T0171,0,1400.0,5.8538409443951815
D0000,T0172,0,1900.0,5.721223542044355
D0000,T0173,0,3900.0,5.408924257360318
D0000,T0174,0,350.0,6.4558078892349675
D0000,T0175,0,10000.0,4.999995657076895
D0000,T0176,0,230.0,6.638083381331357
D0000,T0177,0,220.0,6.657379957446652
D0000,T0178,0,110.0,6.9582126810282485
D0000,T0179,0,760.0,6.119129267467576
D0000,T0180,0,10000.0,4.999995657076895
D0000,T0181,0,10000.0,4.999995657076895
D0000,T0182,0,550.0,6.259558355050234
D0000,T0183,0,10000.0,4.999995657076895
D0000,T0184,0,10000.0,4.999995657076895
D0000,T0185,0,10000.0,4.999995657076895
D0000,T0186,0,10000.0,4.999995657076895
D0000,T0187,0,10000.0,4.999995657076895
D0000,T0188,0,10000.0,4.999995657076895
D0000,T0189,0,3100.0,5.508624296892266
D0000,T0190,0,10000.0,4.999995657076895
D0000,T0191,0,2500.0,5.602042619896112
D0000,T0192,0,10000.0,4.999995657076895
D0000,T0193,0,10000.0,4.999995657076895
D0000,T0194,0,10000.0,4.999995657076895
D0000,T0195,0,10000.0,4.999995657076895
D0000,T0196,0,1500.0,5.8238797889439144
D0000,T0197,0,10000.0,4.999995657076895
D0000,T0198,0,10000.0,4.999995657076895
D0000,T0199,0,10000.0,4.999995657076895
D0000,T0200,0,10000.0,4.999995657076895
D0000,T0201,0,10000.0,4.999995657076895
D0000,T0202,0,4300.0,5.36652144466618
D0000,T0203,0,1000.0,5.999956572723137
D0000,T0204,0,10000.0,4.999995657076895
D0000,T0205,0,10000.0,4.999995657076895
D0000,T0206,0,10000.0,4.999995657076895
D0000,T0207,0,10000.0,4.999995657076895
D0000,T0208,0,1100.0,5.958567835319735
D0000,T0209,0,620.0,6.20753826865305
D0000,T0210,0,10000.0,4.999995657076895
D0000,T0211,0,10000.0,4.999995657076895
D0000,T0212,0,10000.0,4.999995657076895
D0000,T0213,0,10000.0,4.999995657076895
D0000,T0214,0,10000.0,4.999995657076895
D0000,T0215,0,1900.0,5.721223542044355
D0000,T0216,0,1400.0,5.8538409443951815
D0000,T0217,0,10000.0,4.999995657076895
D0000,T0218,0,10000.0,4.999995657076895
D0000,T0219,0,10000.0,4.999995657076895
D0000,T0220,0,10000.0,4.999995657076895
D0000,T0221,0,10000.0,4.999995657076895
D0000,T0222,0,10000.0,4.999995657076895
D0000,T0223,0,10000.0,4.999995657076895
D0000,T0224,0,10000.0,4.999995657076895
D0000,T0225,0,10000.0,4.999995657076895
D0000,T0226,0,1900.0,5.721223542044355
D0000,T0227,0,10000.0,4.999995657076895
D0000,T0228,0,140.0,6.853561864714226
D0000,T0229,0,10000.0,4.999995657076895
D0000,T0230,0,10000.0,4.999995657076895
D0000,T0231,0,10000.0,4.999995657076895
D0000,T0232,0,10000.0,4.999995657076895
D0000,T0233,0,10000.0,4.999995657076895
D0000,T0234,0,10000.0,4.999995657076895
D0000,T0235,0,10000.0,4.999995657076895
D0000,T0236,0,10000.0,4.999995657076895
D0000,T0237,0,10000.0,4.999995657076895
D0000,T0238,0,10000.0,4.999995657076895
D0000,T0239,0,1200.0,5.920782564253433
D0000,T0240,0,10000.0,4.999995657076895
D0000,T0241,0,10000.0,4.999995657076895
D0000,T0242,0,10000.0,4.999995657076895
D0000,T0243,0,590.0,6.229074385361001
D0000,T0244,0,10000.0,4.999995657076895
D0000,T0245,0,10000.0,4.999995657076895
D0000,T0246,0,10000.0,4.999995657076895
D0000,T0247,0,10000.0,4.999995657076895
D0000,T0248,0,100.0,6.999565922520682
D0000,T0249,0,10000.0,4.999995657076895
D0000,T0250,0,10000.0,4.999995657076895
D0000,T0251,0,3400.0,5.46850830977847
D0000,T0252,0,400.0,6.397831448621003
D0000,T0253,0,10000.0,4.999995657076895
D0000,T0254,0,10000.0,4.999995657076895
D0000,T0255,0,10000.0,4.999995657076895
D0000,T0256,0,380.0,6.420102130396896
D0000,T0257,0,95.0,7.021819483062586
D0000,T0258,0,10000.0,4.999995657076895
D0000,T0259,0,10000.0,4.999995657076895
D0000,T0260,0,5400.0,5.267598197761092
D0000,T0261,0,10000.0,4.999995657076895
D0000,T0262,0,10000.0,4.999995657076895
D0000,T0263,0,10000.0,4.999995657076895
D0000,T0264,0,10000.0,4.999995657076895
D0000,T0265,0,870.0,6.060430831344099
D0000,T0266,0,10000.0,4.999995657076895
D0000,T0267,0,1500.0,5.8238797889439144
D0000,T0268,0,10000.0,4.999995657076895
D0000,T0269,0,10000.0,4.999995657076895
D0000,T0270,0,10000.0,4.999995657076895
D0000,T0271,0,10000.0,4.999995657076895
D0000,T0272,0,10000.0,4.999995657076895
D0000,T0273,0,10000.0,4.999995657076895
D0000,T0274,0,10000.0,4.999995657076895
D0000,T0275,0,10000.0,4.999995657076895
D0000,T0276,0,10000.0,4.999995657076895
D0000,T0277,0,10000.0,4.999995657076895
D0000,T0278,0,10000.0,4.999995657076895
D0000,T0279,0,10000.0,4.999995657076895
D0000,T0280,0,10000.0,4.999995657076895
D0000,T0281,0,10000.0,4.999995657076895
D0000,T0282,0,10000.0,4.999995657076895
D0000,T0283,0,10000.0,4.999995657076895
D0000,T0284,0,10000.0,4.999995657076895
D0000,T0285,0,10000.0,4.999995657076895
D0000,T0286,0,10000.0,4.999995657076895
D0000,T0287,0,10000.0,4.999995657076895
D0000,T0288,0,1500.0,5.8238797889439144
D0000,T0289,0,1500.0,5.8238797889439144
D0000,T0290,0,10000.0,4.999995657076895
D0000,T0291,0,980.0,6.0087296108049
D0000,T0292,0,760.0,6.119129267467576
D0000,T0293,0,670.0,6.173860382064086
D0000,T0294,0,1500.0,5.8238797889439144
D0000,T0295,0,1900.0,5.721223542044355
D0000,T0296,0,7700.0,5.113503634676066
D0000,T0297,0,10000.0,4.999995657076895
D0000,T0298,0,10000.0,4.999995657076895
D0000,T0299,0,10000.0,4.999995657076895
D0000,T0300,0,10000.0,4.999995657076895
D0000,T0301,0,10000.0,4.999995657076895
D0000,T0302,0,2100.0,5.6777600250688485
D0000,T0303,0,790.0,6.10231793820358
D0000,T0304,0,1200.0,5.920782564253433
D0000,T0305,0,2600.0,5.585009948716478
D0000,T0306,0,10000.0,4.999995657076895
D0000,T0307,0,10000.0,4.999995657076895
D0000,T0308,0,10000.0,4.999995657076895
D0000,T0309,0,10000.0,4.999995657076895
D0000,T0310,0,10000.0,4.999995657076895
D0000,T0311,0,10000.0,4.999995657076895
D0000,T0312,0,10000.0,4.999995657076895
D0000,T0313,0,10000.0,4.999995657076895
D0000,T0314,0,10000.0,4.999995657076895
D0000,T0315,0,10000.0,4.999995657076895
D0000,T0316,0,10000.0,4.999995657076895
D0000,T0317,0,10000.0,4.999995657076895
D0000,T0318,0,10000.0,4.999995657076895
D0000,T0319,0,10000.0,4.999995657076895
D0000,T0320,0,10000.0,4.999995657076895
D0000,T0321,0,5200.0,5.283988304628546
D0000,T0322,0,180.0,6.744486287180466
D0000,T0323,0,220.0,6.657379957446652
D0000,T0324,0,140.0,6.853561864714226
D0000,T0325,0,250.0,6.601886308269497
D0000,T0326,0,10000.0,4.999995657076895
D0000,T0327,0,1700.0,5.769525532638841
D0000,T0328,0,10000.0,4.999995657076895
D0000,T0329,0,56.0,7.251037138743839
D0000,T0330,0,90.0,7.045275209020937
D0000,T0331,0,10000.0,4.999995657076895
D0000,T0332,0,210.0,6.677573947594047
D0000,T0333,0,590.0,6.229074385361001
D0000,T0334,0,10000.0,4.999995657076895
D0000,T0335,0,10000.0,4.999995657076895
D0000,T0336,0,10000.0,4.999995657076895
D0000,T0337,0,10000.0,4.999995657076895
D0000,T0338,0,10000.0,4.999995657076895
D0000,T0339,1,27.0,7.567030709125595
D0000,T0340,1,11.0,7.954677021213342
D0000,T0341,1,9.5,8.017728766960431
D0000,T0342,0,10000.0,4.999995657076895
D0000,T0343,1,12.0,7.91721462968355
D0000,T0344,0,10000.0,4.999995657076895
D0000,T0345,0,10000.0,4.999995657076895
D0000,T0346,0,1000.0,5.999956572723137
D0000,T0347,0,270.0,6.568475415812549
D0000,T0348,1,19.0,7.718966632752273
D0000,T0349,0,2800.0,5.552826458417537
D0000,T0350,0,97.0,7.012780770091995
D0000,T0351,0,4600.0,5.337232727236657
D0000,T0352,0,10000.0,4.999995657076895
D0000,T0353,0,10000.0,4.999995657076895
D0000,T0354,0,10000.0,4.999995657076895
D0000,T0355,0,10000.0,4.999995657076895
D0000,T0356,0,10000.0,4.999995657076895
D0000,T0357,0,1900.0,5.721223542044355
D0000,T0358,0,180.0,6.744486287180466
D0000,T0359,0,620.0,6.20753826865305
D0000,T0360,0,5300.0,5.275715936241006
D0000,T0361,0,690.0,6.161087972594001
D0000,T0362,0,10000.0,4.999995657076895
D0000,T0363,0,10000.0,4.999995657076895
D0000,T0364,0,10000.0,4.999995657076895
D0000,T0365,0,10000.0,4.999995657076895
D0000,T0366,0,37.0,7.430626090384954
D0000,T0367,0,10000.0,4.999995657076895
D0000,T0368,0,10000.0,4.999995657076895
D0000,T0369,0,10000.0,4.999995657076895
D0000,T0370,0,3200.0,5.494836450189588
D0000,T0371,0,10000.0,4.999995657076895
D0000,T0372,0,2800.0,5.552826458417537
D0000,T0373,0,10000.0,4.999995657076895
D0000,T0374,0,10000.0,4.999995657076895
D0000,T0375,0,10000.0,4.999995657076895
D0000,T0376,0,10000.0,4.999995657076895
D0000,T0377,0,10000.0,4.999995657076895
D0000,T0378,0,10000.0,4.999995657076895
D0000,T0379,0,10000.0,4.999995657076895
D0000,T0380,0,3600.0,5.443685435664653
D0000,T0381,0,10000.0,4.999995657076895
D0000,T0382,0,10000.0,4.999995657076895
D0000,T0383,0,5100.0,5.292421308407472
D0000,T0384,0,10000.0,4.999995657076895
D0000,T0385,0,10000.0,4.999995657076895
D0000,T0386,0,10000.0,4.999995657076895
D0000,T0387,0,4200.0,5.376740369380389
D0000,T0388,0,10000.0,4.999995657076895
D0000,T0389,0,10000.0,4.999995657076895
D0000,T0390,0,10000.0,4.999995657076895
D0000,T0391,0,550.0,6.259558355050234
D0000,T0392,0,1100.0,5.958567835319735
D0000,T0393,0,1500.0,5.8238797889439144
D0000,T0394,0,10000.0,4.999995657076895
D0000,T0395,0,220.0,6.657379957446652
D0000,T0396,0,10000.0,4.999995657076895
D0000,T0397,0,10000.0,4.999995657076895
D0000,T0398,0,10000.0,4.999995657076895
D0000,T0399,0,10000.0,4.999995657076895
D0000,T0400,0,640.0,6.19375217280421
D0000,T0401,0,470.0,6.327809748811747
D0000,T0402,0,4900.0,5.309795056909233
D0000,T0403,0,1100.0,5.958567835319735
D0000,T0404,0,10000.0,4.999995657076895
D0000,T0405,0,10000.0,4.999995657076895
D0000,T0406,0,10000.0,4.999995657076895
D0000,T0407,0,10000.0,4.999995657076895
D0000,T0408,0,10000.0,4.999995657076895
D0000,T0409,0,10000.0,4.999995657076895
D0000,T0410,0,10000.0,4.999995657076895
D0000,T0411,0,10000.0,4.999995657076895
D0000,T0412,0,10000.0,4.999995657076895
D0000,T0413,0,140.0,6.853561864714226
D0000,T0414,0,10000.0,4.999995657076895
D0000,T0415,0,10000.0,4.999995657076895
D0000,T0416,0,10000.0,4.999995657076895
D0000,T0417,0,10000.0,4.999995657076895
D0000,T0418,0,10000.0,4.999995657076895
D0000,T0419,0,10000.0,4.999995657076895
D0000,T0420,0,10000.0,4.999995657076895
D0000,T0421,0,10000.0,4.999995657076895
D0000,T0422,0,10000.0,4.999995657076895
D0000,T0423,0,10000.0,4.999995657076895
D0000,T0424,0,10000.0,4.999995657076895
D0000,T0425,0,10000.0,4.999995657076895
D0000,T0426,0,10000.0,4.999995657076895
D0000,T0427,0,8000.0,5.096904584360962
D0000,T0428,0,6000.0,5.22184151143531
D0000,T0429,0,10000.0,4.999995657076895
D0000,T0430,0,10000.0,4.999995657076895
D0000,T0431,0,4000.0,5.397929151445704
D0000,T0432,0,10000.0,4.999995657076895
D0000,T0433,0,10000.0,4.999995657076895
D0000,T0434,0,10000.0,4.999995657076895
D0000,T0435,0,10000.0,4.999995657076895
D0000,T0436,0,10000.0,4.999995657076895
D0000,T0437,0,10000.0,4.999995657076895
D0000,T0438,0,10000.0,4.999995657076895
D0000,T0439,0,230.0,6.638083381331357
D0000,T0440,0,10000.0,4.999995657076895
D0000,T0441,0,10000.0,4.999995657076895
D0001,T0000,0,10000.0,4.999995657076895
D0001,T0001,0,10000.0,4.999995657076895
D0001,T0002,0,10000.0,4.999995657076895
D0001,T0003,0,10000.0,4.999995657076895
D0001,T0004,0,10000.0,4.999995657076895
D0001,T0005,0,10000.0,4.999995657076895
D0001,T0006,0,10000.0,4.999995657076895
D0001,T0007,0,10000.0,4.999995657076895
D0001,T0008,0,10000.0,4.999995657076895
D0001,T0009,0,10000.0,4.999995657076895
D0001,T0010,0,10000.0,4.999995657076895
D0001,T0011,0,2600.0,5.585009948716478
D0001,T0012,0,10000.0,4.999995657076895
D0001,T0013,0,10000.0,4.999995657076895
D0001,T0014,0,10000.0,4.999995657076895
D0001,T0015,0,10000.0,4.999995657076895
D0001,T0016,0,10000.0,4.999995657076895
D0001,T0017,0,10000.0,4.999995657076895
D0001,T0018,0,10000.0,4.999995657076895
D0001,T0019,0,10000.0,4.999995657076895
D0001,T0020,0,10000.0,4.999995657076895
D0001,T0021,0,10000.0,4.999995657076895
D0001,T0022,0,10000.0,4.999995657076895
D0001,T0023,0,10000.0,4.999995657076895
D0001,T0024,0,10000.0,4.999995657076895
D0001,T0025,0,10000.0,4.999995657076895
D0001,T0026,0,10000.0,4.999995657076895
D0001,T0027,0,10000.0,4.999995657076895
D0001,T0028,0,10000.0,4.999995657076895
D0001,T0029,0,10000.0,4.999995657076895
D0001,T0030,0,10000.0,4.999995657076895
D0001,T0031,0,10000.0,4.999995657076895
D0001,T0032,0,10000.0,4.999995657076895
D0001,T0033,0,10000.0,4.999995657076895
D0001,T0034,0,10000.0,4.999995657076895
D0001,T0035,0,10000.0,4.999995657076895
D0001,T0036,0,10000.0,4.999995657076895
D0001,T0037,0,10000.0,4.999995657076895
D0001,T0038,0,10000.0,4.999995657076895
D0001,T0039,0,10000.0,4.999995657076895
D0001,T0040,0,10000.0,4.999995657076895
D0001,T0041,0,10000.0,4.999995657076895
D0001,T0042,0,10000.0,4.999995657076895
D0001,T0043,0,10000.0,4.999995657076895
D0001,T0044,0,10000.0,4.999995657076895
D0001,T0045,0,10000.0,4.999995657076895
D0001,T0046,0,10000.0,4.999995657076895
D0001,T0047,0,10000.0,4.999995657076895
D0001,T0048,0,10000.0,4.999995657076895
D0001,T0049,0,10000.0,4.999995657076895
D0001,T0050,0,10000.0,4.999995657076895
D0001,T0051,0,10000.0,4.999995657076895
D0001,T0052,0,10000.0,4.999995657076895
D0001,T0053,0,10000.0,4.999995657076895
D0001,T0054,0,10000.0,4.999995657076895
D0001,T0055,0,10000.0,4.999995657076895
D0001,T0056,0,10000.0,4.999995657076895
D0001,T0057,0,10000.0,4.999995657076895
D0001,T0058,0,10000.0,4.999995657076895
D0001,T0059,0,10000.0,4.999995657076895
D0001,T0060,0,10000.0,4.999995657076895
D0001,T0061,0,10000.0,4.999995657076895
D0001,T0062,0,10000.0,4.999995657076895
D0001,T0063,0,10000.0,4.999995657076895
D0001,T0064,0,10000.0,4.999995657076895
D0001,T0065,0,10000.0,4.999995657076895
D0001,T0066,0,10000.0,4.999995657076895
D0001,T0067,0,10000.0,4.999995657076895
D0001,T0068,0,10000.0,4.999995657076895
D0001,T0069,0,10000.0,4.999995657076895
D0001,T0070,0,10000.0,4.999995657076895
D0001,T0071,0,10000.0,4.999995657076895
D0001,T0072,0,10000.0,4.999995657076895
D0001,T0073,0,10000.0,4.999995657076895
D0001,T0074,0,10000.0,4.999995657076895
D0001,T0075,0,10000.0,4.999995657076895
D0001,T0076,0,10000.0,4.999995657076895
D0001,T0077,0,10000.0,4.999995657076895
D0001,T0078,0,10000.0,4.999995657076895
D0001,T0079,0,10000.0,4.999995657076895
D0001,T0080,0,10000.0,4.999995657076895
D0001,T0081,0,10000.0,4.999995657076895
D0001,T0082,0,10000.0,4.999995657076895
D0001,T0083,0,10000.0,4.999995657076895
D0001,T0084,1,10.0,7.995678626217358
D0001,T0085,0,10000.0,4.999995657076895
D0001,T0086,0,10000.0,4.999995657076895
D0001,T0087,0,10000.0,4.999995657076895
D0001,T0088,0,10000.0,4.999995657076895
D0001,T0089,0,10000.0,4.999995657076895
D0001,T0090,0,10000.0,4.999995657076895
D0001,T0091,0,10000.0,4.999995657076895
D0001,T0092,0,10000.0,4.999995657076895
D0001,T0093,0,10000.0,4.999995657076895
D0001,T0094,0,10000.0,4.999995657076895
D0001,T0095,0,10000.0,4.999995657076895
D0001,T0096,0,10000.0,4.999995657076895
D0001,T0097,0,10000.0,4.999995657076895
D0001,T0098,0,10000.0,4.999995657076895
D0001,T0099,0,10000.0,4.999995657076895
D0001,T0100,0,10000.0,4.999995657076895
D0001,T0101,0,10000.0,4.999995657076895
D0001,T0102,0,81.0,7.090979145788844
D0001,T0103,0,1100.0,5.958567835319735
D0001,T0104,0,10000.0,4.999995657076895
D0001,T0105,0,10000.0,4.999995657076895
D0001,T0106,0,10000.0,4.999995657076895
D0001,T0107,0,10000.0,4.999995657076895
D0001,T0108,0,10000.0,4.999995657076895
D0001,T0109,0,10000.0,4.999995657076895
D0001,T0110,0,10000.0,4.999995657076895
D0001,T0111,0,10000.0,4.999995657076895
D0001,T0112,0,10000.0,4.999995657076895
D0001,T0113,0,10000.0,4.999995657076895
D0001,T0114,0,10000.0,4.999995657076895
D0001,T0115,0,10000.0,4.999995657076895
D0001,T0116,0,10000.0,4.999995657076895
D0001,T0117,0,10000.0,4.999995657076895
D0001,T0118,0,10000.0,4.999995657076895
D0001,T0119,0,10000.0,4.999995657076895
D0001,T0120,0,10000.0,4.999995657076895
D0001,T0121,0,10000.0,4.999995657076895
D0001,T0122,0,10000.0,4.999995657076895
D0001,T0123,0,10000.0,4.999995657076895
D0001,T0124,0,10000.0,4.999995657076895
D0001,T0125,0,10000.0,4.999995657076895
D0001,T0126,0,10000.0,4.999995657076895
D0001,T0127,0,6500.0,5.187079961954972
D0001,T0128,0,10000.0,4.999995657076895
D0001,T0129,0,10000.0,4.999995657076895
D0001,T0130,0,9100.0,5.0409538352382945
D0001,T0131,0,3700.0,5.431786538402919
D0001,T0132,0,10000.0,4.999995657076895
D0001,T0133,0,10000.0,4.999995657076895
D0001,T0134,0,10000.0,4.999995657076895
D0001,T0135,0,10000.0,4.999995657076895
D0001,T0136,0,10000.0,4.999995657076895
D0001,T0137,0,1200.0,5.920782564253433
D0001,T0138,0,10000.0,4.999995657076895
D0001,T0139,0,10000.0,4.999995657076895
D0001,T0140,0,10000.0,4.999995657076895
D0001,T0141,0,10000.0,4.999995657076895
D0001,T0142,0,10000.0,4.999995657076895
D0001,T0143,0,10000.0,4.999995657076895
D0001,T0144,0,10000.0,4.999995657076895
D0001,T0145,0,10000.0,4.999995657076895
D0001,T0146,0,270.0,6.568475415812549
D0001,T0147,0,10000.0,4.999995657076895
D0001,T0148,0,10000.0,4.999995657076895
D0001,T0149,0,10000.0,4.999995657076895
D0001,T0150,0,10000.0,4.999995657076895
D0001,T0151,0,10000.0,4.999995657076895
D0001,T0152,0,10000.0,4.999995657076895
D0001,T0153,0,10000.0,4.999995657076895
D0001,T0154,0,10000.0,4.999995657076895
D0001,T0155,0,10000.0,4.999995657076895
D0001,T0156,0,10000.0,4.999995657076895
D0001,T0157,0,41.0,7.386158178123931
D0001,T0158,1,1.3,8.853871964321762
D0001,T0159,1,3.7,8.42021640338319
D0001,T0160,1,7.1,8.142667503568731
D0001,T0161,1,8.8,8.050609993355087
D0001,T0162,1,2.2,8.638272163982407
D0001,T0163,1,4.1,8.3767507096021
D0001,T0164,1,5.1,8.2839966563652
D0001,T0165,0,41.0,7.386158178123931
D0001,T0166,0,1800.0,5.74470336809566
D0001,T0167,0,10000.0,4.999995657076895
